id,target,feature01,feature02,feature03,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23
544,220000,2.0,559.0,0,913.0,913,8,2122,7,5,1996,2,,,red,1,bad,good,4,1,4,2009,1,1209,1997
545,257000,2.0,620.0,0,1844.0,1844,7,1844,8,5,2005,2,,,red,1,good,good,2,1,9,2009,0,0,2006
546,189000,2.0,527.0,0,1454.0,1434,6,1434,7,5,2001,2,,,red,1,bad,good,3,1,4,2009,0,0,2001
547,171500,2.0,528.0,0,816.0,833,6,1730,6,6,1992,2,,,red,0,,good,3,1,11,2009,1,897,1992
548,120000,1.0,288.0,0,626.0,626,6,1217,6,6,1980,1,,,red,1,bad,bad,3,1,4,2009,1,591,1980
549,145000,2.0,542.0,0,1332.0,1332,5,1332,6,5,1990,2,,,red,0,,good,2,1,2,2009,0,0,1991
550,184000,2.0,495.0,0,754.0,754,6,1540,7,5,1994,2,,,red,0,,good,3,1,10,2009,1,786,1994
551,162000,2.0,465.0,0,676.0,698,6,1400,6,7,1986,2,,,red,0,,bad,3,1,7,2009,1,702,1986
552,160000,2.0,612.0,0,0.0,964,8,1882,6,7,1981,2,,,red,2,bad,bad,4,2,5,2009,0,918,1981
553,82000,1.0,294.0,0,721.0,841,4,841,4,4,1950,1,,,red,0,,bad,2,1,9,2009,0,0,1950
554,76000,2.0,360.0,0,784.0,784,5,784,6,3,1928,1,,,blue,0,,bad,2,1,10,2009,0,0,1950
555,110000,2.0,400.0,0,980.0,980,5,980,5,5,1962,1,,dog,red,0,,bad,3,1,11,2009,0,0,1962
556,135000,2.0,484.0,0,980.0,980,6,980,5,6,1977,1,,,red,0,,bad,3,1,7,2009,0,0,1977
557,141000,2.0,732.0,0,864.0,864,5,864,5,6,1961,1,,,red,0,,bad,3,1,6,2009,0,0,1961
558,122000,1.0,440.0,0,864.0,864,5,864,5,5,1961,1,,,red,0,,bad,2,1,7,2009,0,0,1961
559,124100,1.0,288.0,0,1024.0,1020,5,1020,5,5,1965,2,,dog,red,0,,bad,3,1,5,2009,0,0,1965
560,129000,1.0,300.0,0,912.0,912,6,912,5,8,1963,1,,cow,red,0,,good,3,1,10,2009,0,0,1995
561,131400,1.0,264.0,0,864.0,1144,6,1144,5,6,1961,1,,cow,red,1,bad,bad,3,1,3,2009,0,0,1983
562,62383,1.0,360.0,0,864.0,864,5,864,5,5,1965,1,,cow,red,1,horrible,bad,3,1,12,2009,0,0,1965
563,123000,1.0,252.0,0,912.0,912,6,912,5,6,1962,1,,,red,0,,bad,3,1,10,2009,0,0,1962
564,275000,3.0,864.0,0,2014.0,2014,6,2014,8,8,1980,2,,dog,red,2,good,good,2,1,4,2009,0,0,1980
565,235000,2.0,524.0,0,975.0,975,7,1755,7,8,1991,2,,cat,red,1,bad,good,3,1,7,2009,1,780,2008
566,280750,3.0,704.0,0,1376.0,1376,9,3005,7,5,2004,2,Pave,,red,1,bad,good,3,1,7,2009,1,1629,2005
567,164500,2.0,528.0,0,612.0,612,4,1224,6,5,2009,2,Pave,,red,0,,good,2,1,6,2009,1,612,2009
568,173733,2.0,528.0,0,612.0,612,4,1224,6,5,2009,2,Pave,,red,0,,good,2,1,6,2009,1,612,2009
569,222000,2.0,561.0,0,1726.0,1726,6,1726,6,5,2008,2,Pave,,red,1,good,good,2,1,1,2009,1,0,2008
570,195000,2.0,641.0,0,1145.0,1256,5,1256,6,5,2008,1,Pave,,red,1,good,good,1,1,3,2009,1,0,2008
571,172500,2.0,440.0,0,729.0,742,6,1471,6,5,1999,2,Pave,,red,0,,bad,3,1,3,2009,1,729,1999
572,180000,2.0,440.0,0,756.0,756,4,1512,6,5,2000,2,,,red,0,,good,2,1,8,2009,1,756,2000
573,156000,2.0,506.0,0,691.0,713,6,1452,7,5,1999,2,,,red,0,,good,3,1,9,2009,1,739,1999
574,172500,2.0,480.0,0,970.0,983,7,1739,8,5,1999,2,Pave,,red,0,,good,3,1,8,2009,1,756,2000
575,318750,2.0,642.0,0,1694.0,1694,5,1694,8,9,1977,2,,,red,1,good,amazing,2,1,6,2009,0,0,2008
576,211500,2.0,484.0,0,1226.0,1226,4,1226,8,5,1981,1,,,red,2,bad,good,1,1,9,2009,0,0,1981
577,241600,2.0,540.0,0,1740.0,1740,7,1740,7,5,1981,1,,,red,0,,good,2,1,6,2009,1,0,1981
578,180500,2.0,527.0,0,392.0,1487,5,2499,8,5,1976,2,,,red,1,good,bad,4,1,1,2009,1,1012,1976
579,150000,2.0,490.0,0,1281.0,1620,8,1620,4,4,1976,2,,cow,red,1,bad,bad,3,1,6,2009,0,0,1993
580,154000,2.0,441.0,0,727.0,829,8,1556,6,6,1968,1,,,red,0,,bad,4,1,5,2009,1,727,1968
581,185000,2.0,615.0,0,1442.0,1442,6,1442,6,6,1970,2,,,red,1,bad,bad,2,1,2,2009,0,0,1970
582,185750,2.0,462.0,0,1489.0,1489,7,1489,6,7,1968,2,,,red,1,good,good,3,1,8,2009,0,0,1968
583,200000,2.0,484.0,0,1107.0,1107,7,2090,7,6,1973,2,,,red,2,bad,bad,3,1,11,2009,1,983,1973
584,206000,2.0,784.0,0,752.0,1285,7,2067,7,6,1974,2,,,red,2,bad,good,3,1,6,2009,1,782,1974
585,162000,2.0,497.0,0,723.0,735,6,1395,6,6,1972,1,,,red,1,bad,bad,3,1,12,2009,1,660,1972
586,256900,2.0,515.0,0,932.0,1271,8,2640,6,7,1967,2,,,red,1,bad,good,5,1,5,2009,1,1369,1997
587,197900,2.0,480.0,0,1680.0,1724,7,1724,6,5,1967,1,,,red,1,good,bad,3,1,6,2009,1,0,1976
588,163000,2.0,502.0,0,1288.0,1336,6,1336,5,5,1969,2,,,red,1,okay,bad,3,1,8,2009,0,0,1969
589,113000,1.0,336.0,0,1216.0,1216,5,1216,6,5,1969,1,,dog,red,0,,bad,3,1,8,2009,0,0,1969
590,230000,2.0,520.0,0,908.0,1316,8,2288,7,7,1977,1,,,red,2,bad,good,4,1,11,2009,2,972,1992
591,167900,2.0,630.0,0,1350.0,1334,6,1334,6,5,1977,2,,,red,1,bad,bad,2,1,4,2009,0,0,1977
592,213250,2.0,583.0,0,1650.0,1680,7,1680,7,5,1998,2,,,red,1,bad,good,3,1,6,2009,0,0,1999
593,227000,2.0,528.0,0,810.0,810,6,1665,8,6,2001,2,,,red,0,,good,3,1,11,2009,1,855,2001
594,130000,1.0,312.0,0,864.0,864,5,864,5,6,1967,1,,cat,red,0,,bad,2,1,6,2009,0,0,1967
595,143000,2.0,440.0,0,1568.0,1568,7,1568,5,5,1967,1,,,red,0,,bad,3,1,3,2009,1,0,1967
596,117500,1.0,429.0,0,925.0,925,5,925,5,6,1965,1,,cow,red,0,,bad,2,1,7,2009,0,0,1965
597,168500,2.0,498.0,0,1165.0,1165,8,2061,7,5,1974,2,,,red,1,bad,bad,4,1,5,2009,1,896,1974
598,172500,2.0,495.0,0,1232.0,1320,5,1320,6,5,1971,2,,,red,1,good,bad,3,1,5,2009,0,0,1971
599,161500,2.0,457.0,0,1372.0,1342,7,1342,6,5,1967,2,,,red,1,good,bad,3,1,9,2009,0,0,1967
600,141500,2.0,396.0,0,894.0,894,5,894,4,7,1960,1,,cow,red,1,horrible,bad,2,1,8,2009,0,0,1960
601,118000,1.0,308.0,0,864.0,864,5,864,5,7,1959,1,,,red,0,,bad,3,1,9,2009,0,0,1959
602,127500,1.0,300.0,0,864.0,864,5,864,6,6,1959,1,,,red,0,,bad,2,1,10,2009,0,0,1959
603,140000,3.0,768.0,0,1040.0,1362,6,1362,4,5,1957,1,,dog,red,1,good,bad,3,1,5,2009,0,0,1957
604,177625,2.0,576.0,0,1048.0,1728,7,1728,5,6,1956,2,,,red,1,good,bad,3,1,7,2009,0,0,1956
605,110000,3.0,888.0,0,1584.0,1776,9,1776,5,5,1958,2,,,red,0,,bad,4,2,7,2009,0,0,1958
606,167000,2.0,472.0,0,1516.0,1516,6,1516,6,6,1964,1,,,red,0,,bad,3,1,2,2009,1,0,1964
607,153000,2.0,610.0,0,1313.0,1313,6,1313,5,6,1961,1,,dog,red,1,bad,good,3,1,2,2009,1,0,1995
608,145100,2.0,520.0,0,1292.0,1292,6,1292,5,5,1964,1,,,red,2,good,bad,3,1,7,2009,1,0,1964
609,154000,2.0,480.0,0,1154.0,1154,6,1154,5,6,1966,1,,dog,red,1,horrible,bad,3,1,11,2009,1,0,1966
610,177500,2.0,549.0,0,744.0,825,7,2140,5,6,1965,2,,dog,red,1,bad,bad,4,1,6,2009,1,1315,1965
611,158000,2.0,645.0,0,1127.0,1445,7,1445,6,6,1964,1,,dog,red,1,okay,bad,3,1,8,2009,1,0,1964
612,124500,1.0,270.0,0,1041.0,1041,6,1041,5,6,1959,1,,dog,red,0,,bad,3,1,7,2009,0,0,1959
613,174500,2.0,368.0,0,1208.0,1576,7,1576,6,6,1961,1,,,red,1,horrible,good,4,1,9,2009,0,0,1961
614,122000,1.0,330.0,0,960.0,960,5,960,5,5,1955,1,,dog,red,0,,bad,2,1,2,2009,0,0,1955
615,82500,0.0,0.0,0,420.0,708,5,708,4,7,1940,1,,,red,0,,okay,2,1,12,2009,0,0,1950
616,110000,1.0,352.0,0,709.0,979,5,1203,5,4,1950,1,,,red,1,bad,good,3,1,7,2009,0,224,1950
617,149500,2.0,505.0,0,1505.0,1505,6,1505,6,4,1953,1,,,red,1,bad,bad,2,1,2,2009,0,0,1953
618,175000,2.0,550.0,0,1680.0,1691,5,1691,6,5,1967,1,,dog,red,0,,bad,2,1,4,2009,0,0,1967
619,167000,2.0,418.0,0,1416.0,1644,7,1644,6,5,1953,1,,,red,2,good,bad,3,1,10,2009,0,0,1953
620,128900,1.0,338.0,0,1050.0,1050,5,1050,5,6,1956,1,,,red,0,,bad,2,1,6,2009,0,0,1956
621,140000,1.0,271.0,0,856.0,1112,6,1668,6,8,1950,1,,dog,red,0,,bad,3,1,9,2009,1,556,2005
622,147000,1.0,264.0,0,1113.0,1113,5,1113,5,7,1950,1,,,red,1,good,good,3,1,7,2009,0,0,2007
623,124000,3.0,792.0,0,1584.0,1584,8,1584,5,5,1967,2,,,red,0,,bad,4,2,4,2009,0,0,1967
624,187500,2.0,530.0,0,1453.0,1453,6,1453,6,6,1961,2,,cat,red,1,bad,bad,3,1,4,2009,0,0,1961
625,159000,2.0,514.0,0,1394.0,1394,6,1394,6,5,1963,1,,,red,2,good,bad,3,1,7,2009,1,0,1963
626,256000,2.0,542.0,0,1562.0,1567,5,1567,6,8,1966,2,,cow,red,2,good,good,2,1,7,2009,0,0,2008
627,205000,2.0,486.0,0,768.0,1186,7,1986,7,6,1965,2,,,red,3,okay,bad,3,1,10,2009,1,800,1990
628,193500,1.0,509.0,0,896.0,1182,8,2142,6,6,1968,2,,,red,1,good,good,4,1,6,2009,1,960,1968
629,110000,2.0,576.0,0,1392.0,1392,5,1392,6,3,1968,1,,,red,2,bad,bad,2,1,7,2009,0,0,1968
630,104900,1.0,368.0,0,715.0,1281,7,1738,4,4,1920,2,,,red,1,good,bad,4,1,6,2009,0,457,2007
631,150000,1.0,286.0,0,1169.0,1144,6,1144,5,7,1956,1,,,red,0,,bad,3,1,6,2009,0,0,1956
632,156500,2.0,442.0,0,1478.0,1478,6,1478,6,3,1957,1,,,red,2,good,bad,3,1,6,2009,1,0,1957
633,176000,2.0,441.0,0,1329.0,1329,5,1329,7,6,1960,1,,,red,2,good,bad,3,1,8,2009,1,0,1960
634,149500,1.0,297.0,0,988.0,988,6,988,6,8,1959,2,,,red,0,,good,3,1,6,2009,0,0,1998
635,139000,1.0,338.0,0,1240.0,1632,6,1632,6,6,1958,2,,dog,red,1,good,bad,3,1,4,2009,0,0,1988
636,155000,1.0,297.0,0,1215.0,1215,6,1215,6,7,1958,1,,,blue,0,,bad,3,1,6,2009,0,0,1998
637,120000,1.0,304.0,0,1202.0,1202,6,1202,5,5,1956,1,,cow,red,0,,bad,3,1,11,2009,0,0,1956
638,153000,1.0,350.0,0,1382.0,1382,6,1382,5,5,1955,1,,cow,blue,0,,good,3,1,7,2009,0,0,1955
639,144000,1.0,294.0,0,1200.0,1200,6,1200,4,5,1956,1,,,red,2,good,bad,3,1,11,2009,0,0,1956
640,176000,2.0,884.0,0,1362.0,1382,6,1382,6,5,1962,1,,cow,red,1,bad,bad,3,1,5,2009,0,0,1962
641,153000,2.0,498.0,0,1297.0,1297,5,1297,5,6,1954,1,,,red,1,bad,bad,3,1,10,2009,0,0,1990
642,135000,2.0,495.0,0,1866.0,1866,8,1866,5,4,1958,2,,,red,0,,bad,4,2,12,2009,0,0,1958
643,131000,1.0,297.0,0,1062.0,1062,6,1062,6,7,1954,1,,,red,0,,bad,3,1,2,2009,0,0,1954
644,123000,1.0,270.0,0,608.0,1319,5,1319,5,6,1953,1,,cow,red,0,,bad,3,1,11,2009,0,0,1953
645,126000,2.0,480.0,0,631.0,1112,5,1112,5,5,1951,1,,,blue,0,,bad,2,1,10,2009,0,0,1951
646,115000,2.0,672.0,0,1005.0,1005,5,1005,4,5,1955,1,,,red,1,bad,okay,2,1,11,2009,0,0,1955
647,164900,1.0,288.0,0,1008.0,1363,6,1363,5,7,1951,1,,,red,2,bad,bad,2,1,6,2009,0,0,2000
648,113000,1.0,240.0,0,793.0,793,4,793,5,6,1945,1,,,red,0,,okay,2,1,8,2009,0,0,1950
649,145500,1.0,230.0,0,1031.0,1031,5,1031,5,8,1952,1,,dog,red,0,,good,2,1,3,2009,0,0,2005
650,102900,1.0,616.0,0,0.0,1210,7,1210,5,5,1953,1,,dog,blue,0,,bad,2,1,8,2009,1,0,1953
651,95000,2.0,420.0,0,978.0,1014,7,1699,3,5,1900,2,,,red,0,,bad,3,2,8,2009,0,685,1970
652,152500,2.0,410.0,0,699.0,801,6,1527,7,7,1948,1,,cow,blue,1,good,bad,3,1,12,2009,1,726,1999
653,129900,1.0,246.0,0,1200.0,1200,6,1200,5,6,1950,1,,cow,red,0,,bad,3,1,8,2009,0,0,1950
654,132000,1.0,240.0,0,972.0,972,5,972,6,6,1948,1,,,red,1,good,bad,2,1,5,2009,0,0,2002
655,99900,1.0,366.0,0,792.0,792,4,792,3,5,1958,1,,,blue,0,,bad,2,1,8,2009,0,0,1958
656,135000,1.0,180.0,0,660.0,808,8,1656,5,7,1916,2,,dog,red,0,,bad,3,1,8,2009,1,704,1987
657,149000,2.0,720.0,0,676.0,676,7,1352,5,7,1939,2,,,red,0,,good,4,1,8,2009,0,676,2006
658,114000,1.0,281.0,0,405.0,717,6,1039,4,8,1900,1,,,red,0,,bad,2,1,5,2009,0,322,2003
659,109500,1.0,240.0,0,768.0,792,5,792,5,8,1924,1,,,red,0,,good,2,1,5,2009,0,0,2006
660,125000,1.0,264.0,0,1054.0,1078,6,1078,5,7,1925,1,Grvl,cow,red,0,,amazing,3,1,12,2009,0,0,1950
661,142900,2.0,528.0,0,1313.0,1313,8,2377,4,5,1915,2,Grvl,,red,1,bad,good,3,1,6,2009,0,0,1950
662,156500,2.0,624.0,0,560.0,930,5,1690,7,9,1910,2,,,red,0,,good,4,1,8,2009,0,760,2008
663,59000,0.0,0.0,0,416.0,599,4,599,2,5,1940,1,,,blue,0,,good,2,1,6,2009,0,0,1950
664,105000,1.0,338.0,0,840.0,840,6,1374,4,6,1920,1,,,red,0,,bad,2,1,10,2009,0,534,1950
665,106000,2.0,576.0,0,720.0,846,4,846,5,7,1920,1,Grvl,,red,0,,good,2,1,6,2009,0,0,1950
666,78500,1.0,320.0,0,630.0,725,4,725,3,5,1890,1,Grvl,,blue,0,,bad,1,1,11,2009,1,0,1998
667,190000,3.0,907.0,0,1248.0,1248,12,2544,6,5,1969,2,,,red,0,,bad,6,2,8,2009,2,1296,1969
668,154000,1.0,364.0,0,1380.0,1380,6,1380,6,7,1963,1,,cow,red,0,,bad,3,1,6,2009,1,0,1963
669,163000,2.0,480.0,0,1040.0,1040,6,1040,6,4,1967,1,,dog,red,1,horrible,bad,3,1,5,2009,0,0,1967
670,200000,4.0,968.0,0,1248.0,1338,12,2634,5,5,1969,2,,,red,0,,bad,6,2,8,2009,2,1296,1969
671,143500,2.0,480.0,0,951.0,951,6,951,6,9,1958,1,,,red,0,,good,2,1,9,2009,0,0,2007
672,135000,1.0,308.0,0,1105.0,1105,5,1105,6,6,1957,1,,,blue,0,,bad,3,1,4,2009,0,0,1957
673,153000,1.0,756.0,0,992.0,1306,5,1306,5,7,1957,1,,,red,0,,bad,2,1,5,2009,0,0,2000
674,157500,2.0,498.0,0,1478.0,1478,6,1478,6,5,1960,2,,,blue,2,good,bad,3,1,12,2009,0,0,1960
675,113500,1.0,384.0,0,160.0,1142,5,1142,6,6,1958,1,,,red,1,good,bad,2,1,4,2009,0,0,1958
676,133000,1.0,288.0,0,832.0,1036,6,1268,5,7,1949,1,,,red,1,good,bad,3,1,9,2009,0,0,1950
677,92900,2.0,400.0,0,0.0,1040,6,1040,3,4,1950,2,,,blue,0,,bad,2,2,6,2009,0,0,1950
678,128500,2.0,900.0,0,795.0,765,5,1133,6,5,1950,1,,,red,0,,bad,3,1,12,2009,0,368,1950
679,90000,2.0,420.0,0,0.0,1040,6,1040,4,5,1949,2,,,green,0,,bad,2,2,6,2009,0,0,1950
680,138000,1.0,240.0,0,1208.0,1136,7,1904,5,4,1950,1,,cat,blue,0,,bad,3,1,5,2009,1,768,1982
681,128000,1.0,294.0,0,1041.0,1041,6,1041,5,6,1958,1,,cow,red,0,,bad,3,1,3,2009,0,0,1958
682,139000,1.0,294.0,0,1029.0,1339,6,1339,5,6,1958,1,,dog,red,0,,bad,3,1,5,2009,0,0,1965
683,118900,1.0,240.0,0,732.0,732,4,732,5,7,1952,1,,,red,0,,bad,2,1,9,2009,0,0,1952
684,138000,1.0,288.0,0,528.0,1183,6,1183,5,5,1959,1,,cow,red,0,,bad,3,1,7,2009,0,0,1959
685,132500,1.0,672.0,0,1148.0,1148,6,1148,5,5,1959,1,,cat,red,0,,bad,3,1,7,2009,0,0,1959
686,133500,1.0,384.0,0,832.0,832,6,1461,4,7,1949,2,,,green,0,,bad,4,1,8,2009,0,629,1996
687,135000,2.0,576.0,0,864.0,1064,6,1495,6,7,1948,1,,,red,0,,bad,3,1,8,2009,0,0,1994
688,144750,2.0,483.0,0,780.0,993,8,1806,6,5,1964,1,,,red,0,,bad,4,1,3,2009,1,813,1964
689,145000,2.0,564.0,0,941.0,941,4,941,5,7,1978,1,,,red,0,,good,2,1,11,2009,0,0,1978
690,127000,1.0,264.0,0,1045.0,1045,6,1045,6,6,1963,1,,,red,1,okay,bad,3,1,4,2009,0,0,1963
691,109500,1.0,308.0,0,894.0,894,5,894,5,5,1962,1,,,red,0,,bad,2,1,8,2009,0,0,1962
692,115000,1.0,210.0,0,818.0,818,5,1224,6,8,1926,1,Grvl,,red,0,,bad,3,1,12,2009,0,406,2004
693,110000,2.0,440.0,0,440.0,682,5,1230,5,6,1910,1,Grvl,dog,red,0,,bad,2,1,5,2009,1,548,1981
694,128900,1.0,162.0,0,901.0,861,6,1378,6,8,1935,1,Grvl,,red,0,,good,3,1,6,2009,0,517,1998
695,103500,2.0,324.0,0,972.0,972,12,1944,6,5,1910,2,Grvl,,blue,0,,bad,4,2,6,2009,0,972,1950
696,66500,1.0,200.0,0,676.0,676,5,1131,5,6,1941,1,,,red,0,,bad,3,1,8,2009,1,455,1950
697,130000,2.0,472.0,0,240.0,810,6,1306,5,8,1910,1,,dog,red,0,,good,3,1,7,2009,1,496,2003
698,129000,0.0,0.0,0,504.0,764,7,1464,5,8,1910,2,,,red,0,,bad,3,1,3,2009,0,700,2002
699,150000,2.0,400.0,0,690.0,868,7,1558,5,6,1939,1,Grvl,dog,blue,1,good,bad,3,1,10,2009,1,690,1950
700,107500,1.0,432.0,0,994.0,1378,11,2372,5,4,1892,2,,,red,0,,bad,4,2,12,2009,0,994,1965
701,94550,0.0,0.0,0,600.0,1101,8,1701,4,6,1920,2,,,red,0,,okay,4,2,10,2009,0,600,1950
702,124500,2.0,400.0,0,960.0,960,10,1960,5,5,1952,2,Grvl,,red,0,,bad,4,2,7,2009,0,1000,1952
703,135000,1.0,240.0,0,651.0,707,6,1389,7,8,1946,1,Grvl,,red,2,good,bad,3,1,9,2009,1,682,1992
704,103000,0.0,0.0,0,801.0,801,6,1447,5,5,1910,1,Grvl,,red,0,,bad,3,1,7,2009,0,646,1950
705,93000,2.0,576.0,0,936.0,936,4,936,4,4,1953,1,Pave,,red,0,,bad,2,1,2,2009,0,0,1953
706,129500,1.0,308.0,0,768.0,768,6,1328,5,7,1950,1,,dog,blue,0,,bad,3,1,3,2009,1,560,1970
707,93000,1.0,256.0,0,811.0,811,7,1387,5,4,1954,2,,,blue,0,,good,3,2,11,2009,0,576,1954
708,80000,2.0,288.0,0,861.0,861,5,861,4,6,1920,1,,,red,0,,bad,2,1,11,2009,0,0,1950
709,45000,1.0,308.0,0,0.0,612,4,612,2,4,1940,1,,,blue,0,,bad,1,1,10,2009,0,0,1950
710,37900,0.0,0.0,0,600.0,600,6,968,3,6,1910,1,,cow,red,0,,bad,2,1,5,2009,0,368,1950
711,91300,1.0,273.0,0,190.0,886,4,886,5,8,1938,1,,,blue,0,,bad,2,1,12,2009,0,0,1996
712,99500,1.0,287.0,0,624.0,792,5,792,5,8,1923,1,,cow,red,0,,bad,2,1,2,2009,0,0,1950
713,113000,0.0,0.0,0,736.0,736,8,1452,4,5,1920,2,,,red,0,,bad,2,3,6,2009,0,716,2008
714,87500,2.0,720.0,0,677.0,833,7,1510,4,4,1910,2,,,red,0,,good,3,1,6,2009,0,677,1950
715,110000,1.0,240.0,0,720.0,720,5,1284,5,7,1947,1,Grvl,frog,red,0,,bad,2,1,4,2009,1,564,1950
716,106000,2.0,360.0,0,849.0,1075,11,2138,5,5,1898,2,,dog,blue,0,,bad,2,3,11,2009,0,1063,1965
717,265979,4.0,864.0,0,1240.0,1320,8,2640,7,7,1880,1,Pave,,red,1,good,good,4,1,5,2009,1,1320,2003
718,160000,1.0,357.0,0,917.0,1090,8,2007,6,7,1900,2,,,blue,0,,amazing,3,1,6,2009,0,917,1950
719,119000,1.0,280.0,0,624.0,664,5,1288,6,7,1917,1,Grvl,,red,1,good,amazing,3,1,5,2009,0,624,2007
720,168000,2.0,424.0,0,916.0,916,8,1742,8,9,1882,1,Grvl,,red,1,good,good,4,1,11,2009,1,826,1986
721,58500,0.0,0.0,0,624.0,816,5,816,4,3,1910,1,,,red,1,good,bad,2,1,6,2009,0,0,1950
722,143000,2.0,324.0,0,650.0,832,7,1482,7,9,1920,1,,,red,0,,bad,3,1,7,2009,0,650,1988
723,85000,1.0,280.0,0,1022.0,1022,4,1022,5,4,1910,1,,,red,0,,bad,2,1,6,2009,0,0,2006
724,124900,2.0,456.0,0,1088.0,1188,7,1869,5,6,1890,1,,frog,red,0,,bad,2,1,9,2009,0,561,1996
725,119000,1.0,207.0,0,972.0,1044,6,1480,6,6,1920,1,,,red,0,,bad,3,1,9,2009,0,0,1950
726,146500,3.0,640.0,0,741.0,780,8,1521,6,7,1910,1,Grvl,dog,red,0,,good,4,1,9,2009,0,741,2002
727,34900,0.0,0.0,0,720.0,720,4,720,4,5,1920,1,,cow,blue,0,,bad,2,1,11,2009,0,0,1950
728,44000,0.0,0.0,0,245.0,797,5,797,3,3,1900,1,,,red,0,,bad,2,1,9,2009,0,0,1950
729,223500,2.0,528.0,0,1324.0,1072,6,1576,5,6,1923,1,,,red,1,bad,good,3,1,5,2009,1,504,2004
730,149000,1.0,216.0,0,1022.0,1432,6,1432,6,6,1923,1,,cow,blue,1,good,good,3,1,9,2009,0,0,1950
731,205000,2.0,672.0,0,952.0,952,5,1548,7,7,1925,2,,,red,0,,amazing,3,1,10,2009,1,596,2007
732,137000,1.0,336.0,0,297.0,1001,7,1654,5,7,1930,2,,,red,1,good,bad,3,1,5,2009,0,653,1982
733,121000,1.0,192.0,0,952.0,952,4,952,6,6,1916,1,,,green,1,good,okay,2,1,5,2009,0,0,1950
734,128000,1.0,240.0,0,672.0,757,6,1324,4,6,1936,1,,,red,0,,bad,3,1,7,2009,0,567,1950
735,134900,2.0,624.0,0,698.0,786,4,1176,6,9,1937,1,,,red,0,,bad,2,1,7,2009,0,390,2000
736,117000,1.0,216.0,0,884.0,884,5,1348,5,8,1925,1,,,red,1,okay,bad,3,1,5,2009,0,464,1997
737,132500,1.0,280.0,0,780.0,825,6,1412,6,6,1939,1,,,green,1,good,bad,4,1,5,2009,0,587,1950
738,93000,1.0,320.0,0,468.0,822,6,1142,5,5,1924,1,,,red,0,,bad,3,1,6,2009,0,320,1950
739,119000,1.0,180.0,0,884.0,904,4,904,6,7,1926,1,,,red,0,,bad,2,1,1,2009,0,0,2004
740,100000,2.0,440.0,0,1145.0,1301,5,1301,5,5,1924,1,,,red,0,,okay,2,1,10,2009,0,0,1950
741,141500,2.0,576.0,0,927.0,1067,5,1539,5,6,1936,1,,dog,red,0,,bad,3,1,4,2009,1,472,1950
742,133000,1.0,240.0,0,884.0,989,6,1573,4,7,1935,1,,,red,0,,good,3,1,7,2009,0,584,1995
743,60000,0.0,0.0,0,264.0,800,4,800,2,3,1936,1,,,blue,1,horrible,okay,1,1,1,2009,0,0,1950
744,105000,1.0,180.0,0,715.0,875,5,875,5,7,1931,1,,,blue,0,,bad,2,1,11,2009,0,0,1993
745,115000,1.0,264.0,0,960.0,995,5,995,5,6,1925,1,,dog,red,0,,bad,2,1,3,2009,0,0,1999
746,150000,1.0,250.0,0,952.0,994,6,1582,5,6,1938,2,,,blue,1,good,bad,3,1,2,2009,0,588,1950
747,126500,5.0,1184.0,0,1072.0,1072,5,1072,5,5,1925,1,,,red,0,,bad,2,1,8,2009,0,0,1950
748,214500,2.0,441.0,0,844.0,1445,10,2134,6,6,1916,2,Pave,,blue,0,,good,5,1,7,2009,0,689,1994
749,167500,2.0,532.0,0,728.0,1136,8,2019,7,8,1910,1,,cat,red,0,,good,3,1,10,2009,0,883,1993
750,155000,2.0,576.0,0,1048.0,1048,8,1768,6,6,1915,2,Grvl,,blue,0,,bad,3,1,6,2009,0,720,1950
751,155000,1.0,164.0,0,910.0,916,7,1826,7,8,1915,1,Pave,,red,1,good,amazing,4,1,6,2009,1,910,2005
752,179900,1.0,216.0,0,672.0,1272,8,1944,7,8,1915,2,Grvl,,red,0,,bad,3,1,6,2009,0,672,1994
753,104000,0.0,0.0,0,755.0,929,8,2229,6,6,1912,1,,dog,red,0,,bad,5,1,7,2009,0,929,1950
754,62500,0.0,0.0,0,1040.0,1088,11,2128,5,1,1922,2,Grvl,,red,0,,bad,4,2,9,2009,0,1040,1950
755,149000,1.0,316.0,0,720.0,1146,8,1930,6,5,1927,2,,dog,red,0,,bad,4,1,8,2009,0,784,1950
756,103000,2.0,539.0,0,780.0,848,5,1208,4,5,1925,1,Grvl,,blue,0,,bad,2,1,1,2009,0,0,1950
757,123000,1.0,379.0,0,483.0,741,7,1427,6,7,1915,1,,,red,0,,good,3,1,2,2009,0,686,2002
758,97500,0.0,0.0,0,1020.0,978,9,1864,7,5,1902,2,,,green,0,,bad,6,1,5,2009,1,886,2000
759,135000,1.0,384.0,0,1204.0,1204,4,1666,6,6,1927,1,,,blue,0,,bad,3,1,8,2009,0,462,1950
760,70000,0.0,0.0,0,858.0,892,5,892,4,6,1923,1,Grvl,,red,0,,good,1,1,7,2009,0,0,1950
761,116000,1.0,308.0,0,698.0,754,7,1403,6,7,1915,1,Grvl,,green,0,,bad,3,1,2,2009,1,649,1965
762,88750,1.0,220.0,0,560.0,704,4,704,4,9,1946,1,,,blue,0,,okay,2,1,9,2009,0,0,2001
